"YEAR","COMMODITY (code)","COMMODITY","Value","Flag"
"2005","187","Peas, dry","16.63",""
"2005","181","Broad beans and horse beans, dry","0.38",""
"2005","234","Nuts, nes","6.57",""
"2005","233","Hazelnuts Shelled","","."
"2005","232","Walnuts Shelled","0.68",""
"2005","231","Almonds Shelled","43.52",""
"2005","225","Hazelnuts, with shell","0.26",""
"2005","223","Pistachios","1.23",""
"2005","222","Walnuts, with shell","","."
"2005","221","Almonds, with shell","0.31",""
"2005","157","Sugar beet","","."
"2005","160","Maple Sugar and Syrups","1.13",""
"2005","151","Roots and Tubers Dried","0.69",""
"2005","156","Sugar cane","","."
"2005","129","Cassava Starch","14.24",""
"2005","150","Flour of Roots and Tubers","40.32",""
"2005","127","Tapioca of Cassava","1.24",""
"2005","128","Cassava Dried","","."
"2005","172","Glucose and Dextrose","682.84",""
"2005","176","Beans, dry","1.72",""
"2005","167","Sugar, nes","272.9",""
"2005","168","Sugar Confectionery","7204.03",""
"2005","165","Molasses","3.52",""
"2005","166","Other Fructose and Syrup","","."
"2005","162","Sugar Raw Centrifugal","4.0",""
"2005","164","Sugar Refined","74264.15",""
"2005","267","Sunflower seed","15.78",""
"2005","266","Oil of Castor Beans","155.75",""
"2005","269","Sunflower Cake","","."
"2005","268","Sunflower oil","","."
"2005","261","Olive oil, virgin","562.29",""
"2005","258","Palm kernel oil","469.15",""
"2005","265","Castor oil seed","","."
"2005","262","Olives Preserved","47.39",""
"2005","281","Safflower oil","52.27",""
"2005","280","Safflower seed","","."
"2005","290","Sesame oil","4.7",""
"2005","289","Sesame seed","","."
"2005","274","Oil of Olive Residues","0.77",""
"2005","271","Rapeseed oil","","."
"2005","278","Oil of Jojoba","","."
"2005","276","Oil of Tung Nuts","","."
"2005","239","Soya Sauce","114.43",""
"2005","240","Soya Paste","35.5",""
"2005","242","Groundnuts, with shell","","."
"2005","243","Groundnuts Shelled","","."
"2005","235","Prepared Nuts (Exc.Groundnuts)","12.66",""
"2005","236","Soybeans","63.72",""
"2005","237","Soybean oil","1764.86",""
"2005","238","Cake of Soybeans","723.3",""
"2005","252","Coconut (copra) oil","13.64",""
"2005","253","Cake of Copra","2.65",""
"2005","256","Palm kernels","","."
"2005","257","Palm oil","16702.85",""
"2005","244","Groundnut oil","54.92",""
"2005","245","Cake of Groundnuts","","."
"2005","246","Prepared Groundnuts","11.38",""
"2005","251","Copra","","."
"2005","1017","Goat meat","","."
"2005","1018","Offals of Goats, Edible","17.0",""
"2005","978","Offals of Sheep,Edible","","."
"2005","994","Grease incl. Lanolin Wool","","."
"2005","1037","Fat of Pigs","0.42",""
"2005","1039","Bacon and Ham","1236.71",""
"2005","1035","Pig meat","390.11",""
"2005","1036","Offals of Pigs, Edible","5267.3",""
"2005","901","Cheese of Whole Cow Milk","706.17",""
"2005","907","Processed Cheese","87.91",""
"2005","898","Milk Skimmed Dry","22315.77",""
"2005","900","Whey Dry","3097.27",""
"2005","947","Buffalo meat","0.24",""
"2005","977","Sheep meat","2958.44",""
"2005","909","Prod.of Nat.Milk Constit","1.52",""
"2005","910","Ice Cream and Edible Ice","324.56",""
"2005","888","Milk Skm of Cows","429.3",""
"2005","886","Butter Cow Milk","1.17",""
"2005","878","Liver Prep.","","."
"2005","877","Homogen.Meat Prp.","3.99",""
"2005","897","Milk Whole Dried","3839.83",""
"2005","894","Milk Whole Evp","3141.14",""
"2005","893","Butterm.,Curdl,Acid.Milk","5375.8",""
"2005","891","Yoghurt","66.9",""
"2005","870","Meat-CattleBoneless(Beef&Veal)","2377.64",""
"2005","869","Fat of Cattle","","."
"2005","868","Offals of Cattle, Edible","1324.68",""
"2005","867","Cattle meat","748.39",""
"2005","875","Preparations of Beef Meat","1187.71",""
"2005","874","Sausage Beef&Veal","386.12",""
"2005","873","Meat Extracts","1.96",""
"2005","872","Meat of Beef,Drd, Sltd,Smkd","","."
"2005","1274","Oil Boiled Etc","4.39",""
"2005","1275","Oil Hydrogenated","10.99",""
"2005","1293","Crude Materials","4069.92",""
"2005","1296","Waxes Vegetable","131.19",""
"2006","15","Wheat","88071480.19",""
"2006","16","Flour of Wheat","4104893.89",""
"2006","17","Bran of Wheat","","."
"2006","18","Macaroni","3069713.83",""
"2005","1173","Meal Meat","628.42",""
"2005","1182","Honey, natural","28.52",""
"2005","1183","Beeswax","16.77",""
"2005","1221","Lard Stearine Oil","","."
"2005","1222","Degras","2.85",""
"2005","1232","Food Prep Nes","7270.92",""
"2005","1242","Margrine Short","6992.25",""
"2005","1243","Fat Prep Nes","98.97",""
"2005","1097","Horse meat","","."
"2005","1080","Turkey meat","","."
"2005","1141","Rabbit meat","0.23",""
"2005","1100","Hair of Horses","1.85",""
"2005","1166","Meat nes","10.19",""
"2005","1164","Meat Dried Nes","","."
"2005","1172","Prepared Meat Nes","304.35",""
"2005","1168","Oils,Fats of Animal Nes","1.18",""
"2005","1058","Chicken meat","942.61",""
"2005","1042","Prep of Pig Meat","51.23",""
"2005","1061","Meat of Chicken Canned","10.01",""
"2005","1059","Offals Liver Chicken","34334.64",""
"2005","1063","Eggs Liquid","","."
"2005","1062","Hen eggs, with shell","51.54",""
"2005","1066","Fat of Ptry Rend","","."
"2005","1064","Eggs Dried","","."
"2005","634","Bever. Dist.Alc","941.17",""
"2005","635","Straw Husks","","."
"2005","631","Waters,Ice Etc","620.41",""
"2005","633","Beverage Non-Alc","7663.93",""
"2005","625","Fruit,Nut,Peel, Sugar Prs","5.08",""
"2005","626","Homogen. Cooked Fruit Prp","4.91",""
"2005","623","Fruit Prp Nes","544.61",""
"2005","624","Flour of Fruits","74.69",""
"2005","620","Fruit Dried Nes","7.01",""
"2005","622","Fruit Juice Nes","1568.36",""
"2005","604","Fruit Tropical Dried Nes","7.2",""
"2005","619","Fruit Fresh Nes","7.63",""
"2005","577","Dates","10.02",""
"2005","580","Pineapple Juice Conc","","."
"2005","574","Pineapples","5.8",""
"2005","575","Pineapples Cand","68.98",""
"2005","572","Avocados","","."
"2005","569","Figs","","."
"2005","567","Watermelons","","."
"2005","565","Vermouths&Similar","409.26",""
"2005","564","Wine","4379.71",""
"2005","563","Must of Grapes","27.14",""
"2005","562","Grape Juice","","."
"2005","561","Raisins","5.56",""
"2005","560","Grapes","60.0",""
"2005","558","Berries Nes","0.7",""
"2005","549","Gooseberries","0.32",""
"2005","544","Strawberries","0.28",""
"2005","537","Plums Dried (Prunes)","0.25",""
"2005","536","Plums and sloes","4.27",""
"2005","534","Peaches and nectarines","8.3",""
"2005","531","Cherries","0.44",""
"2005","829","Cigars Cheroots","1.42",""
"2005","831","Tobacco Products Nes","","."
"2005","843","Pet Food","10022.7",""
"2005","862","Alfalfa Meal and Pellets","","."
"2005","723","Spices, nes","893.03",""
"2005","754","Pyrethrum,Dried","78.2",""
"2005","826","Tobacco leaves","633.57",""
"2005","828","Cigarettes","264.34",""
"2005","698","Cloves","27.07",""
"2005","702","Nutmeg, mace and cardamoms","132.13",""
"2005","711","Anise, badian, fennel, coriander, cumin, caraway seeds and juniper berries","4.77",""
"2005","720","Ginger","2.16",""
"2005","687","Pepper (Piper spp.)","56.36",""
"2005","689","Chillies and peppers (Capsicum spp.) and allspice (Pimenta spp.)","3.65",""
"2005","692","Vanilla","35.56",""
"2005","693","Cinnamon (canella)","1.24",""
"2005","671","Maté","2.34",""
"2005","667","Tea","1725.81",""
"2005","677","Hops","305.42",""
"2005","672","Extracts Tea, Mate, Prep","17.0",""
"2005","664","Cocoa Butter","1.6",""
"2005","663","Cocoahusks","","."
"2005","666","Chocolate Prsnes","982.64",""
"2005","665","Cocoapowder&Cake","214.74",""
"2005","659","Coffee Extracts","3.41",""
"2005","657","Coffee Roasted","91.55",""
"2005","662","Cocoa Paste","6.39",""
"2005","661","Cocoa beans","14.06",""
"2005","652","Veg Prod for Feed","","."
"2005","651","forage Products","","."
"2005","656","Coffee, green","18.68",""
"2005","653","Food Wastes","0.78",""
"2008","89","Buckwheat","",".."
"2008","101","Canary seed","0.11",""
"2008","79","Millet","579.39",""
"2008","83","Sorghum","0.11",""
"2008","75","Oats","299.46",""
"2008","76","Oats Rolled","847.68",""
"2008","71","Rye","",".."
"2008","72","Flour of Rye","",".."
"2008","116","Potatoes","274.41",""
"2008","117","Potatoes Flour","38.09",""
"2008","113","Cereal Preparations, Nes","215.96",""
"2008","114","Mixes and Doughs","78.64",""
"2008","109","Infant Food","4323.78",""
"2008","111","Flour of Cereals","23.07",""
"2008","105","Bran of Mixed Grains","",".."
"2008","108","Cereals, nes","14.95",""
"2008","156","Sugar cane","49.37",""
"2008","151","Roots and Tubers Dried","0.16",""
"2008","150","Flour of Roots and Tubers","42.12",""
"2008","129","Cassava Starch","214.85",""
"2008","128","Cassava Dried","",".."
"2008","127","Tapioca of Cassava","17.77",""
"2008","122","Sweet potatoes","15.95",""
"2008","118","Frozen Potatoes","747.17",""
"2008","168","Sugar Confectionery","12261.24",""
"2008","167","Sugar, nes","311.79",""
"2008","166","Other Fructose and Syrup","",".."
"2008","165","Molasses","21.14",""
"2008","164","Sugar Refined","99391.72",""
"2008","162","Sugar Raw Centrifugal","1994.86",""
"2008","160","Maple Sugar and Syrups","3.56",""
"2008","157","Sugar beet","",".."
"2007","1274","Oil Boiled Etc","47.17",""
"2007","1275","Oil Hydrogenated","0.32",""
"2007","1293","Crude Materials","13911.08",""
"2007","1296","Waxes Vegetable","41.55",""
"2007","1222","Degras","",".."
"2007","1232","Food Prep Nes","10499.2",""
"2007","1242","Margrine Short","10542.9",""
"2007","1243","Fat Prep Nes","93.56",""
"2008","20","Bread","41.06",""
"2008","22","Pastry","2688.89",""
"2008","27","Rice, paddy","474.35",""
"2008","28","Rice Husked","8.18",""
"2008","15","Wheat","199290.6",""
"2008","16","Flour of Wheat","11558.35",""
"2008","17","Bran of Wheat","1.86",""
"2008","18","Macaroni","5421.9",""
"2008","44","Barley","107.74",""
"2008","41","Breakfast Cereals","1389.79",""
"2008","48","Barley Flour and Grits","177.64",""
"2008","46","Barley Pearled","",".."
"2008","32","Rice Broken","157763.97",""
"2008","29","Milled/Husked Rice","80643.46",""
"2008","38","Rice Flour","19.23",""
"2008","35","Bran of Rice","79.25",""
"2008","58","Flour of Maize","152.12",""
"2008","57","Germ of Maize","0.89",""
"2008","60","Maize oil","14.35",""
"2008","59","Bran of Maize","0.16",""
"2008","50","Malt Extract","14116.04",""
"2008","49","Malt","21571.76",""
"2008","56","Maize","21257.78",""
"2008","51","Beer of Barley","1336.28",""
"2007","947","Buffalo meat","43.72",""
"2007","977","Sheep meat","6205.84",""
"2007","909","Prod.of Nat.Milk Constit","131.86",""
"2007","910","Ice Cream and Edible Ice","332.28",""
"2007","1017","Goat meat","1.33",""
"2007","1018","Offals of Goats, Edible","24.55",""
"2007","978","Offals of Sheep,Edible","",".."
"2007","994","Grease incl. Lanolin Wool","",".."
"2007","1037","Fat of Pigs","0.7",""
"2007","1039","Bacon and Ham","1583.36",""
"2007","1035","Pig meat","365.68",""
"2007","1036","Offals of Pigs, Edible","5775.19",""
"2007","1059","Offals Liver Chicken","56012.1",""
"2007","1061","Meat of Chicken Canned","133.92",""
"2007","1042","Prep of Pig Meat","158.42",""
"2007","1058","Chicken meat","3231.76",""
"2007","1066","Fat of Ptry Rend","",".."
"2007","1064","Eggs Dried","",".."
"2007","1063","Eggs Liquid","",".."
"2007","1062","Hen eggs, with shell","355.65",""
"2007","1141","Rabbit meat","",".."
"2007","1100","Hair of Horses","",".."
"2007","1097","Horse meat","0.71",""
"2007","1080","Turkey meat","",".."
"2007","1172","Prepared Meat Nes","348.97",""
"2007","1168","Oils,Fats of Animal Nes","0.66",""
"2007","1166","Meat nes","42.45",""
"2007","1164","Meat Dried Nes","",".."
"2007","1221","Lard Stearine Oil","",".."
"2007","1183","Beeswax","21.19",""
"2007","1182","Honey, natural","34.02",""
"2007","1173","Meal Meat","56.5",""
"2007","698","Cloves","50.24",""
"2007","702","Nutmeg, mace and cardamoms","181.26",""
"2007","711","Anise, badian, fennel, coriander, cumin, caraway seeds and juniper berries","10.33",""
"2007","720","Ginger","3.1",""
"2007","723","Spices, nes","1475.77",""
"2007","754","Pyrethrum,Dried","127.13",""
"2007","826","Tobacco leaves","4.06",""
"2007","828","Cigarettes","6634.49",""
"2007","829","Cigars Cheroots","0.13",""
"2007","831","Tobacco Products Nes","2.13",""
"2007","843","Pet Food","5867.58",""
"2007","862","Alfalfa Meal and Pellets","",".."
"2007","867","Cattle meat","1473.18",""
"2007","868","Offals of Cattle, Edible","2679.57",""
"2007","869","Fat of Cattle","47.48",""
"2007","870","Meat-CattleBoneless(Beef&Veal)","10886.25",""
"2007","873","Meat Extracts","11.33",""
"2007","872","Meat of Beef,Drd, Sltd,Smkd","154.05",""
"2007","875","Preparations of Beef Meat","4194.04",""
"2007","874","Sausage Beef&Veal","1091.88",""
"2007","878","Liver Prep.","8.99",""
"2007","877","Homogen.Meat Prp.","6.19",""
"2007","888","Milk Skm of Cows","549.76",""
"2007","886","Butter Cow Milk","4.36",""
"2007","893","Butterm.,Curdl,Acid.Milk","10842.0",""
"2007","891","Yoghurt","240.24",""
"2007","897","Milk Whole Dried","9965.14",""
"2007","894","Milk Whole Evp","6194.57",""
"2007","900","Whey Dry","5750.03",""
"2007","898","Milk Skimmed Dry","36882.52",""
"2007","907","Processed Cheese","133.91",""
"2007","901","Cheese of Whole Cow Milk","1004.31",""
"2008","521","Pears","53.4",""
"2008","518","Apple juice, single strength","",".."
"2008","517","Cider Etc","1455.93",""
"2008","515","Apples","3568.36",""
"2008","514","Citrus juice, concentrated","",".."
"2008","512","Citrus fruit, nes","5.13",""
"2008","509","Juice of Grapefruit","",".."
"2008","507","Grapefruit (incl. pomelos)","1.75",""
"2008","497","Lemons and limes","",".."
"2008","495","Tangerines, mandarins and clementines","7.08",""
"2008","492","Oranjuice Concentrated","1327.63",""
"2008","490","Oranges","13.41",""
"2008","486","Bananas","2.76",""
"2008","476","Homogen.Veget.Prep","8.39",""
"2008","475","Veg.Prep. Or Pres.Frozen","27.47",""
"2008","474","Veg.in Tem. Preservatives","48.15",""
"2008","565","Vermouths&Similar","95.38",""
"2008","567","Watermelons","",".."
"2008","563","Must of Grapes","54.67",""
"2008","564","Wine","11417.79",""
"2008","561","Raisins","16.46",""
"2008","562","Grape Juice","",".."
"2008","558","Berries Nes","0.84",""
"2008","560","Grapes","297.88",""
"2008","544","Strawberries","",".."
"2008","549","Gooseberries","",".."
"2008","536","Plums and sloes","9.36",""
"2008","537","Plums Dried (Prunes)","0.73",""
"2008","531","Cherries","",".."
"2008","534","Peaches and nectarines","3.64",""
"2008","526","Apricots","17.34",""
"2008","527","Dry Apricots","0.58",""
"2008","406","Garlic","727.46",""
"2008","402","Onions (incl. shallots), green","1030.21",""
"2008","414","Beans, green","111.44",""
"2008","407","Leeks and other alliaceous vegetables","18.95",""
"2008","397","Cucumbers and gherkins","38.31",""
"2008","393","Cauliflowers and broccoli","22.75",""
"2008","401","Chillies and peppers, green (Capsicum spp.)","",".."
"2008","399","Eggplants (aubergines)","3.85",""
"2008","390","Juice of Tomatoes","3.58",""
"2008","388","Tomatoes","1735.9",""
"2008","392","Tomato Peeled","34.35",""
"2008","391","Paste of Tomatoes","39283.83",""
"2008","367","Asparagus","167.85",""
"2008","366","Artichokes","1.36",""
"2008","373","Spinach","0.85",""
"2008","372","Lettuce and chicory","1.29",""
"2008","469","Vegetables Dehydrated","68.77",""
"2008","471","Vegetables in Vinegar","6.95",""
"2008","472","Vegetables Preserved Nes","1246.14",""
"2008","473","Vegetable Frozen","108.14",""
"2008","460","Veg.Prod.Fresh Or Dried","",".."
"2008","461","Carobs","",".."
"2008","463","Vegetables fresh nes","31.61",""
"2008","466","Juice of Vegetables Nes","4617.46",""
"2008","448","Sweet Corn Prep or Preserved","31.48",""
"2008","449","Mushrooms and truffles","1.98",""
"2008","450","Dried Mushrooms","",".."
"2008","451","Canned Mushrooms","79.59",""
"2008","417","Peas, green","0.97",""
"2008","420","Leguminous vegetables, nes","0.54",""
"2008","426","Carrots and turnips","11.1",""
"2008","447","Sweet Corn Frozen","9.38",""
"2008","274","Oil of Olive Residues","1.43",""
"2008","271","Rapeseed oil","",".."
"2008","269","Sunflower Cake","0.45",""
"2008","268","Sunflower oil","0.19",""
"2008","281","Safflower oil","168.69",""
"2008","280","Safflower seed","",".."
"2008","278","Oil of Jojoba","",".."
"2008","276","Oil of Tung Nuts","",".."
"2008","261","Olive oil, virgin","1074.92",""
"2008","258","Palm kernel oil","1008.91",""
"2008","257","Palm oil","37159.54",""
"2008","256","Palm kernels","0.15",""
"2008","267","Sunflower seed","3.63",""
"2008","266","Oil of Castor Beans","206.28",""
"2008","265","Castor oil seed","",".."
"2008","262","Olives Preserved","78.04",""
"2008","335","Cake of Linseed","",".."
"2008","339","Oilseeds, Nes","21.88",""
"2008","333","Linseed","0.69",""
"2008","334","Linseed oil","0.91",""
"2008","343","Flour of Oilseeds","4377.99",""
"2008","358","Cabbages and other brassicas","2.12",""
"2008","340","Oil of vegetable origin, nes","60123.03",""
"2008","341","Cake of Oilseeds, Nes","0.83",""
"2008","292","Mustard seed","0.86",""
"2008","295","Flour of Mustard","32.67",""
"2008","289","Sesame seed","2.84",""
"2008","290","Sesame oil","1.93",""
"2008","331","Cottonseed oil","0.77",""
"2008","332","Cake of Cottonseed","",".."
"2008","296","Poppy seed","1.22",""
"2008","329","Cottonseed","1.2",""
"2008","220","Chestnuts","0.46",""
"2008","213","Bran of Pulses","",".."
"2008","222","Walnuts, with shell","",".."
"2008","221","Almonds, with shell","0.23",""
"2008","225","Hazelnuts, with shell","",".."
"2008","223","Pistachios","7.91",""
"2008","232","Walnuts Shelled","0.25",""
"2008","231","Almonds Shelled","2.82",""
"2008","176","Beans, dry","355.81",""
"2008","172","Glucose and Dextrose","1090.39",""
"2008","187","Peas, dry","2.7",""
"2008","181","Broad beans and horse beans, dry","",".."
"2008","201","Lentils","40.48",""
"2008","191","Chick peas","15.22",""
"2008","212","Flour of Pulses","7.6",""
"2008","211","Pulses, nes","6.42",""
"2008","242","Groundnuts, with shell","0.49",""
"2008","243","Groundnuts Shelled","26.83",""
"2008","244","Groundnut oil","8.23",""
"2008","245","Cake of Groundnuts","",".."
"2008","246","Prepared Groundnuts","21.86",""
"2008","251","Copra","2.33",""
"2008","252","Coconut (copra) oil","1.36",""
"2008","253","Cake of Copra","6.98",""
"2008","233","Hazelnuts Shelled","0.17",""
"2008","234","Nuts, nes","9.06",""
"2008","235","Prepared Nuts (Exc.Groundnuts)","35.32",""
"2008","236","Soybeans","2320.01",""
"2008","237","Soybean oil","3422.79",""
"2008","238","Cake of Soybeans","0.31",""
"2008","239","Soya Sauce","230.69",""
"2008","240","Soya Paste","136.28",""
"2007","245","Cake of Groundnuts","",".."
"2007","244","Groundnut oil","3.2",""
"2007","251","Copra","",".."
"2007","246","Prepared Groundnuts","23.98",""
"2007","240","Soya Paste","81.37",""
"2007","239","Soya Sauce","255.42",""
"2007","243","Groundnuts Shelled","",".."
"2007","242","Groundnuts, with shell","",".."
"2007","261","Olive oil, virgin","932.28",""
"2007","258","Palm kernel oil","520.45",""
"2007","265","Castor oil seed","",".."
"2007","262","Olives Preserved","111.05",""
"2007","253","Cake of Copra","2.55",""
"2007","252","Coconut (copra) oil","1.11",""
"2007","257","Palm oil","24200.3",""
"2007","256","Palm kernels","8.17",""
"2007","221","Almonds, with shell","0.59",""
"2007","222","Walnuts, with shell","",".."
"2007","223","Pistachios","3.65",""
"2007","225","Hazelnuts, with shell","0.53",""
"2007","211","Pulses, nes","6.28",""
"2007","212","Flour of Pulses","5.13",""
"2007","213","Bran of Pulses","",".."
"2007","220","Chestnuts","0.19",""
"2007","235","Prepared Nuts (Exc.Groundnuts)","29.28",""
"2007","236","Soybeans","226.03",""
"2007","237","Soybean oil","2720.03",""
"2007","238","Cake of Soybeans","",".."
"2007","231","Almonds Shelled","4.6",""
"2007","232","Walnuts Shelled","0.53",""
"2007","233","Hazelnuts Shelled","",".."
"2007","234","Nuts, nes","5.65",""
"2007","166","Other Fructose and Syrup","",".."
"2007","165","Molasses","35.47",""
"2007","164","Sugar Refined","112301.11",""
"2007","162","Sugar Raw Centrifugal","1978.13",""
"2007","160","Maple Sugar and Syrups","2.37",""
"2007","157","Sugar beet","",".."
"2007","156","Sugar cane","0.99",""
"2007","151","Roots and Tubers Dried","0.66",""
"2007","201","Lentils","19.83",""
"2007","191","Chick peas","15.24",""
"2007","187","Peas, dry","1.97",""
"2007","181","Broad beans and horse beans, dry","",".."
"2007","176","Beans, dry","492.5",""
"2007","172","Glucose and Dextrose","1140.07",""
"2007","168","Sugar Confectionery","10275.97",""
"2007","167","Sugar, nes","314.89",""
"2007","113","Cereal Preparations, Nes","181.98",""
"2007","114","Mixes and Doughs","82.72",""
"2007","109","Infant Food","4099.94",""
"2007","111","Flour of Cereals","12.78",""
"2007","105","Bran of Mixed Grains","",".."
"2007","108","Cereals, nes","42.37",""
"2007","89","Buckwheat","",".."
"2007","101","Canary seed","",".."
"2007","129","Cassava Starch","86.0",""
"2007","150","Flour of Roots and Tubers","5.26",""
"2007","127","Tapioca of Cassava","9.03",""
"2007","128","Cassava Dried","",".."
"2007","118","Frozen Potatoes","705.24",""
"2007","122","Sweet potatoes","10.39",""
"2007","116","Potatoes","261.91",""
"2007","117","Potatoes Flour","45.24",""
"2007","48","Barley Flour and Grits","6.81",""
"2007","46","Barley Pearled","",".."
"2007","50","Malt Extract","12184.68",""
"2007","49","Malt","16119.18",""
"2007","56","Maize","258.05",""
"2007","51","Beer of Barley","668.2",""
"2007","58","Flour of Maize","32.25",""
"2007","57","Germ of Maize","2.59",""
"2007","60","Maize oil","48.45",""
"2007","59","Bran of Maize","",".."
"2007","72","Flour of Rye","",".."
"2007","71","Rye","",".."
"2007","76","Oats Rolled","612.82",""
"2007","75","Oats","183.82",""
"2007","83","Sorghum","",".."
"2007","79","Millet","6.9",""
"2006","1293","Crude Materials","7313057.88",""
"2006","1296","Waxes Vegetable","73454.02",""
"2007","15","Wheat","111374.26",""
"2007","16","Flour of Wheat","7316.44",""
"2007","17","Bran of Wheat","0.11",""
"2007","18","Macaroni","5097.77",""
"2007","20","Bread","60.42",""
"2007","22","Pastry","4886.46",""
"2007","27","Rice, paddy","15.8",""
"2007","28","Rice Husked","3.27",""
"2007","29","Milled/Husked Rice","33126.5",""
"2007","32","Rice Broken","123662.88",""
"2007","35","Bran of Rice","187.08",""
"2007","38","Rice Flour","25.49",""
"2007","41","Breakfast Cereals","1291.47",""
"2007","44","Barley","274.0",""
"2006","1166","Meat nes","","."
"2006","1164","Meat Dried Nes","","."
"2006","1141","Rabbit meat","","."
"2006","1100","Hair of Horses","","."
"2006","1182","Honey, natural","90636.08",""
"2006","1173","Meal Meat","77166.54",""
"2006","1172","Prepared Meat Nes","239822.87",""
"2006","1168","Oils,Fats of Animal Nes","2749.02",""
"2006","1232","Food Prep Nes","6389322.8",""
"2006","1222","Degras","","."
"2006","1221","Lard Stearine Oil","","."
"2006","1183","Beeswax","17450.81",""
"2006","1275","Oil Hydrogenated","5769.86",""
"2006","1274","Oil Boiled Etc","121438.23",""
"2006","1243","Fat Prep Nes","490692.77",""
"2006","1242","Margrine Short","7166097.5",""
"2006","1035","Pig meat","315674.5",""
"2006","1036","Offals of Pigs, Edible","6244446.95",""
"2006","1017","Goat meat","","."
"2006","1018","Offals of Goats, Edible","60597.9",""
"2006","1042","Prep of Pig Meat","131232.91",""
"2006","1058","Chicken meat","1751502.22",""
"2006","1037","Fat of Pigs","166.22",""
"2006","1039","Bacon and Ham","1172308.38",""
"2006","1062","Hen eggs, with shell","278642.28",""
"2006","1063","Eggs Liquid","3031.75",""
"2006","1059","Offals Liver Chicken","40175104.69",""
"2006","1061","Meat of Chicken Canned","10723.53",""
"2006","1080","Turkey meat","","."
"2006","1097","Horse meat","","."
"2006","1064","Eggs Dried","","."
"2006","1066","Fat of Ptry Rend","","."
"2007","687","Pepper (Piper spp.)","137.1",""
"2007","689","Chillies and peppers (Capsicum spp.) and allspice (Pimenta spp.)","2.2",""
"2007","692","Vanilla","29.65",""
"2007","693","Cinnamon (canella)","0.89",""
"2007","667","Tea","2976.57",""
"2007","671","Maté","6.78",""
"2007","672","Extracts Tea, Mate, Prep","18.98",""
"2007","677","Hops","334.41",""
"2007","663","Cocoahusks","",".."
"2007","664","Cocoa Butter","63.75",""
"2007","665","Cocoapowder&Cake","25.88",""
"2007","666","Chocolate Prsnes","3011.45",""
"2007","657","Coffee Roasted","53.21",""
"2007","659","Coffee Extracts","0.82",""
"2007","661","Cocoa beans","",".."
"2007","662","Cocoa Paste","",".."
"2007","652","Veg Prod for Feed","",".."
"2007","651","forage Products","0.83",""
"2007","656","Coffee, green","39.95",""
"2007","653","Food Wastes","2.43",""
"2007","633","Beverage Non-Alc","17154.74",""
"2007","631","Waters,Ice Etc","743.71",""
"2007","635","Straw Husks","",".."
"2007","634","Bever. Dist.Alc","2729.19",""
"2007","624","Flour of Fruits","171.78",""
"2007","623","Fruit Prp Nes","371.23",""
"2007","626","Homogen. Cooked Fruit Prp","6.56",""
"2007","625","Fruit,Nut,Peel, Sugar Prs","23.18",""
"2007","619","Fruit Fresh Nes","15.54",""
"2007","604","Fruit Tropical Dried Nes","2.89",""
"2007","622","Fruit Juice Nes","3184.28",""
"2007","620","Fruit Dried Nes","9.09",""
"2007","577","Dates","22.96",""
"2007","580","Pineapple Juice Conc","",".."
"2007","574","Pineapples","",".."
"2007","575","Pineapples Cand","4.97",""
"2007","569","Figs","0.36",""
"2007","572","Avocados","25.94",""
"2007","565","Vermouths&Similar","352.29",""
"2007","567","Watermelons","0.2",""
"2007","563","Must of Grapes","38.2",""
"2007","564","Wine","8102.68",""
"2007","561","Raisins","17.27",""
"2007","562","Grape Juice","",".."
"2007","558","Berries Nes","",".."
"2007","560","Grapes","164.25",""
"2007","544","Strawberries","0.37",""
"2007","549","Gooseberries","1.19",""
"2007","537","Plums Dried (Prunes)","1.89",""
"2007","536","Plums and sloes","3.93",""
"2007","534","Peaches and nectarines","0.85",""
"2007","531","Cherries","10.41",""
"2007","527","Dry Apricots","4.66",""
"2007","526","Apricots","0.29",""
"2007","521","Pears","49.85",""
"2007","518","Apple juice, single strength","",".."
"2007","517","Cider Etc","779.31",""
"2007","515","Apples","3518.49",""
"2007","514","Citrus juice, concentrated","",".."
"2007","512","Citrus fruit, nes","2.32",""
"2007","509","Juice of Grapefruit","",".."
"2007","507","Grapefruit (incl. pomelos)","1.0",""
"2007","497","Lemons and limes","",".."
"2007","495","Tangerines, mandarins and clementines","3.85",""
"2007","472","Vegetables Preserved Nes","1389.63",""
"2007","473","Vegetable Frozen","125.62",""
"2007","474","Veg.in Tem. Preservatives","51.03",""
"2007","475","Veg.Prep. Or Pres.Frozen","6.63",""
"2007","476","Homogen.Veget.Prep","5.71",""
"2007","486","Bananas","162.57",""
"2007","490","Oranges","20.28",""
"2007","492","Oranjuice Concentrated","880.82",""
"2007","450","Dried Mushrooms","",".."
"2007","451","Canned Mushrooms","115.34",""
"2007","460","Veg.Prod.Fresh Or Dried","",".."
"2007","461","Carobs","0.36",""
"2007","463","Vegetables fresh nes","18.18",""
"2007","466","Juice of Vegetables Nes","3021.44",""
"2007","469","Vegetables Dehydrated","46.85",""
"2007","471","Vegetables in Vinegar","15.41",""
"2007","414","Beans, green","1.84",""
"2007","407","Leeks and other alliaceous vegetables","",".."
"2007","420","Leguminous vegetables, nes","18.39",""
"2007","417","Peas, green","1.97",""
"2007","447","Sweet Corn Frozen","5.25",""
"2007","426","Carrots and turnips","5.08",""
"2007","449","Mushrooms and truffles","4.08",""
